ID,condition,condition_code,age,gender,initial_confidence,initial_satisfaction,choice_difficulty,product_involvement,category_knowledge,prior_return_frequency,platform_use_frequency,ad_skepticism,maximizing_tendency,price_sensitivity,IDN1,IDN2,IDN3,SIM1,SIM2,SIM3,ADV1,ADV2,ADV3,REP1,REP2,REP3,PAL1,PAL2,PAL3,PAL4,TRU1,TRU2,TRU3,TRU4,CLO1,CLO2,CLO3,CLO4,CLO5,CFT1,CFT2,CFT3,CFT4,REG1,REG2,REG3,REG4,RET1,RET2,RET3,RET4,RET5,AVO1,AVO2,AVO3,AVO4,AVO5,IRR1,IRR2,IRR3,IRR4,IRR5,ACC1,ACC2,ACC3,FIT1,FIT2,FIT3,PAL,Trust,Closure,Counterfactual,Regret,Return,Avoidance,Irritation,Accuracy,CurrentFit,same_vs_rest,superior_vs_rest
S1-0466,Superior-alternative,3,26,Female,3,3,4,5,5,2,6,5,6,3,1,1,2,6,6,6,6,6,7,5,4,4,5,6,5,6,4,5,5,4,4,4,4,3,3,4,4,5,5,4,5,4,4,4,4,5,4,3,4,5,4,4,4,5,4,6,5,5,5,6,5,4,4,4,5.5,4.5,3.6,4.5,4.25,4.4,4.2,5.0,5.333333333333333,4.0,-0.3333333333333333,1.0
S1-0467,Similar-product,2,47,Female,4,6,5,7,6,4,4,5,3,6,2,1,1,5,5,5,3,4,4,4,5,3,5,4,5,5,4,4,5,4,6,4,5,6,6,4,4,4,4,3,1,2,2,2,3,2,3,6,3,3,3,3,2,3,4,4,4,4,4,4,4,3,4,3,4.75,4.25,5.4,4.0,2.0,2.4,2.8,3.8,4.0,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0468,Same-product,1,18,Female,7,6,4,4,4,3,6,7,4,6,4,5,5,6,6,6,2,2,2,6,6,7,3,4,3,3,3,2,3,3,5,5,5,6,5,3,3,3,3,2,3,3,2,4,3,3,2,5,5,5,5,5,6,5,6,5,6,6,5,3,5,2,2,1,3.25,2.75,5.2,3.0,2.5,3.0,5.2,5.6,4.333333333333333,1.6666666666666667,1.0,-0.3333333333333333
S1-0469,Similar-product,2,25,Female,5,6,4,5,4,5,5,5,5,5,2,1,3,6,4,5,3,4,4,4,4,5,4,4,4,5,3,4,4,4,5,4,5,5,4,3,2,2,4,4,3,3,3,3,3,2,2,5,4,4,3,4,4,6,5,4,5,4,5,5,5,4,3,2,4.25,3.75,4.6,2.75,3.25,2.6,3.8,4.8,5.0,3.0,-0.3333333333333333,-0.3333333333333333
S1-0470,Same-product,1,32,Female,6,6,6,4,4,4,3,4,4,6,4,5,5,6,6,6,3,2,3,6,5,6,4,4,4,4,4,4,3,4,4,5,6,5,4,3,3,3,2,3,3,3,3,2,3,3,3,5,6,5,5,5,5,6,6,6,6,6,4,4,4,2,3,3,4.0,3.75,4.8,2.75,3.0,2.8,5.2,6.0,4.0,2.6666666666666665,1.0,-0.3333333333333333
S1-0471,Unrelated,0,23,Female,6,4,3,5,3,2,6,5,4,4,2,2,2,3,3,3,2,2,3,3,2,2,6,5,5,6,6,6,5,6,6,6,6,7,7,1,1,2,1,2,1,2,1,1,2,2,1,7,4,2,3,3,3,2,3,2,2,2,3,2,2,5,4,4,5.5,5.75,6.4,1.25,1.5,1.4,3.0,2.2,2.3333333333333335,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0472,Same-product,1,32,Female,6,6,5,5,4,3,3,3,2,5,4,5,5,7,7,6,2,2,2,5,5,5,5,4,4,4,4,4,3,3,4,4,6,4,5,3,3,3,2,3,1,3,3,2,2,3,4,7,4,4,4,4,5,5,5,5,5,6,5,5,4,2,2,2,4.25,3.5,4.6,2.75,2.5,2.4,4.2,5.2,4.666666666666667,2.0,1.0,-0.3333333333333333
S1-0473,Unrelated,0,24,Female,5,5,3,5,5,4,4,4,5,3,1,1,2,3,2,2,1,2,2,3,3,3,5,5,4,5,5,5,4,5,5,5,6,5,5,2,2,1,2,3,3,3,3,2,2,1,2,7,2,3,2,3,4,2,2,3,2,1,4,4,4,4,4,4,4.75,4.75,5.2,1.75,3.0,1.6,2.8,2.0,4.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0474,Same-product,1,39,Male,5,4,3,5,5,4,6,4,6,5,6,6,6,6,6,6,3,3,3,5,6,5,5,5,4,5,5,5,4,4,5,4,4,4,3,4,4,3,3,3,4,4,3,3,3,3,4,4,4,5,5,3,4,6,5,6,7,6,5,5,6,2,2,2,4.75,4.5,4.0,3.5,3.5,3.4,4.2,6.0,5.333333333333333,2.0,1.0,-0.3333333333333333
S1-0475,Same-product,1,27,Female,5,4,3,3,6,3,4,5,2,5,5,5,5,6,6,6,1,2,2,6,6,6,4,3,4,4,5,3,3,4,4,4,4,4,5,3,3,4,3,3,4,3,3,4,4,3,3,5,5,5,6,5,5,6,7,6,6,6,5,4,5,2,3,1,3.75,3.75,4.2,3.25,3.25,3.4,5.2,6.2,4.666666666666667,2.0,1.0,-0.3333333333333333
S1-0476,Unrelated,0,39,Male,6,5,3,4,4,2,5,4,5,3,2,2,1,2,2,2,2,3,2,3,3,3,4,4,5,4,6,6,6,6,4,5,5,4,5,2,2,2,3,2,2,2,2,2,2,2,3,6,2,2,2,3,2,2,3,2,2,3,3,4,4,4,5,5,4.25,6.0,4.6,2.25,2.0,2.2,2.2,2.4,3.6666666666666665,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0477,Similar-product,2,28,Male,7,5,4,6,4,1,6,5,5,5,2,2,2,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,2,4,6,6,6,5,5,5,4,4,4,3,3,4,3,4,3,3,4,4,5,5,5,5,5,4,4,5,4,4,4,4,4,4,3,3,4.0,3.25,5.6,4.25,3.25,3.6,5.0,4.2,4.0,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0478,Same-product,1,34,Nonbinary/Other,4,5,4,5,4,3,7,4,3,5,5,5,7,5,5,6,3,3,2,5,5,5,3,5,4,4,5,5,5,4,4,5,3,4,5,3,3,3,2,3,3,3,3,3,2,3,3,5,4,5,4,4,4,6,4,5,5,6,6,7,6,3,4,2,4.0,4.75,4.2,2.75,3.0,2.8,4.2,5.2,6.333333333333333,3.0,1.0,-0.3333333333333333
S1-0479,Superior-alternative,3,21,Female,4,5,3,7,4,2,4,5,5,3,2,3,2,5,6,6,5,5,6,5,4,5,4,5,5,5,4,5,5,5,4,3,4,4,4,4,5,6,5,6,5,5,6,4,5,6,4,3,4,4,4,3,4,6,4,4,5,5,4,5,5,4,3,3,4.75,4.75,3.8,5.0,5.5,4.8,3.8,4.8,4.666666666666667,3.3333333333333335,-0.3333333333333333,1.0
S1-0480,Same-product,1,36,Female,5,5,3,4,3,3,4,3,5,6,5,6,6,6,6,6,4,3,3,6,6,6,3,3,3,3,3,5,5,5,6,5,6,6,6,1,2,2,2,1,2,2,1,2,2,2,1,7,5,4,4,4,5,6,6,6,6,5,3,4,2,3,3,3,3.0,4.5,5.8,1.75,1.5,1.6,4.4,5.8,3.0,3.0,1.0,-0.3333333333333333
S1-0481,Superior-alternative,3,27,Male,6,5,3,3,6,4,5,2,5,5,2,2,2,6,6,6,5,5,6,4,4,5,6,6,5,5,4,4,5,4,4,2,3,2,3,4,4,4,5,5,5,5,5,3,4,3,4,4,3,4,4,4,3,5,6,5,6,5,6,6,5,2,3,2,5.5,4.25,2.8,4.25,5.0,3.6,3.6,5.4,5.666666666666667,2.3333333333333335,-0.3333333333333333,1.0
S1-0482,Similar-product,2,29,Male,5,5,3,6,5,3,5,5,4,3,2,3,3,6,6,6,4,4,3,4,4,4,4,4,4,4,4,6,5,4,5,5,5,4,5,3,4,4,4,2,4,3,3,2,3,3,3,4,2,2,3,3,3,4,4,4,3,3,4,5,5,4,5,5,4.0,4.75,4.8,3.75,3.0,3.0,2.6,3.6,4.666666666666667,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0483,Superior-alternative,3,39,Male,6,6,2,7,5,4,5,3,4,3,2,2,2,6,6,5,6,6,5,5,6,4,5,6,6,5,4,5,5,5,4,4,3,2,4,5,4,4,4,4,4,6,4,5,4,5,5,3,3,4,2,4,4,3,4,4,3,5,4,5,4,3,3,3,5.5,4.75,3.4,4.25,4.5,4.8,3.4,3.8,4.333333333333333,3.0,-0.3333333333333333,1.0
S1-0484,Unrelated,0,24,Male,5,5,3,5,5,1,5,4,4,5,1,2,2,2,2,2,2,2,2,4,3,3,6,6,6,7,5,4,5,6,6,6,7,6,7,2,3,3,3,1,2,2,2,2,2,1,1,7,1,1,1,1,2,2,2,1,2,3,3,3,4,4,4,5,6.25,5.0,6.4,2.75,1.75,1.4,1.2,2.0,3.3333333333333335,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0485,Unrelated,0,29,Male,6,5,3,4,6,3,6,3,5,5,1,3,3,2,2,2,2,2,2,4,2,2,5,3,5,4,5,5,5,4,5,6,5,6,5,3,1,1,3,2,2,3,2,2,2,2,1,6,3,3,4,3,3,4,2,3,2,3,3,4,4,4,4,5,4.25,4.75,5.4,2.0,2.25,1.8,3.2,2.8,3.6666666666666665,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0486,Same-product,1,30,Female,5,6,6,4,5,3,4,4,5,5,5,5,6,6,7,7,3,2,2,5,5,5,4,5,4,4,4,4,5,4,5,5,4,5,4,3,3,2,4,4,3,2,3,3,2,3,3,6,5,7,5,6,6,5,5,6,6,5,5,5,5,2,2,3,4.25,4.25,4.6,3.0,3.0,2.6,5.8,5.4,5.0,2.3333333333333335,1.0,-0.3333333333333333
S1-0487,Same-product,1,18,Female,6,5,4,5,3,2,5,5,5,6,6,5,6,7,5,6,2,2,2,5,6,5,3,3,4,4,4,3,3,3,4,4,4,4,5,3,3,3,3,2,3,4,3,3,3,3,3,5,4,5,5,6,6,6,6,6,6,6,5,5,5,2,2,3,3.5,3.25,4.2,3.0,3.0,3.0,5.2,6.0,5.0,2.3333333333333335,1.0,-0.3333333333333333
S1-0488,Same-product,1,36,Male,5,4,4,3,3,5,6,3,4,4,6,7,6,6,6,7,2,3,2,6,6,5,3,4,4,5,4,4,3,3,4,5,5,5,5,5,3,4,4,3,3,2,3,3,4,2,3,6,5,5,5,6,5,6,6,7,6,5,5,6,6,4,3,4,4.0,3.5,4.8,4.0,2.75,2.8,5.2,6.0,5.666666666666667,3.6666666666666665,1.0,-0.3333333333333333
S1-0489,Unrelated,0,22,Female,6,6,3,4,5,2,4,3,3,5,2,2,2,3,3,3,2,2,1,3,3,3,5,5,4,5,4,4,4,5,5,6,5,5,6,2,3,3,2,2,2,4,2,2,3,2,2,5,3,2,3,4,3,3,2,3,2,1,2,4,4,4,5,4,4.75,4.25,5.4,2.5,2.5,2.4,3.0,2.2,3.3333333333333335,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0490,Similar-product,2,29,Male,6,7,2,4,5,2,4,5,4,4,3,3,2,5,5,5,4,4,4,4,3,4,3,4,5,4,4,4,4,4,5,3,4,3,4,4,4,4,5,3,3,3,4,2,3,3,3,4,4,5,4,5,3,5,5,4,5,5,5,5,4,4,4,4,4.0,4.0,3.8,4.25,3.25,3.0,4.2,4.8,4.666666666666667,4.0,-0.3333333333333333,-0.3333333333333333
S1-0491,Same-product,1,26,Female,4,6,4,5,2,3,5,4,5,3,6,6,6,6,6,6,3,3,3,6,5,6,3,4,3,2,2,3,3,2,5,6,5,5,6,4,3,2,2,1,2,2,2,2,2,1,2,7,4,5,5,5,5,7,5,4,6,6,4,3,5,2,2,3,3.0,2.5,5.4,2.75,1.75,1.6,4.8,5.6,4.0,2.3333333333333335,1.0,-0.3333333333333333
S1-0492,Unrelated,0,18,Male,5,4,3,4,4,4,6,4,4,6,2,2,2,2,2,2,2,2,1,3,3,1,4,4,5,5,5,5,5,4,5,5,6,5,5,3,3,3,2,2,2,3,2,2,2,4,3,6,1,2,2,2,2,2,3,3,2,3,3,3,4,5,6,5,4.5,4.75,5.2,2.75,2.25,2.6,1.8,2.6,3.3333333333333335,5.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0493,Superior-alternative,3,18,Female,5,6,3,4,7,4,5,5,7,3,3,2,3,6,5,6,6,6,7,4,4,4,5,6,5,5,4,5,4,5,2,4,3,2,3,6,5,5,7,4,4,5,5,4,5,4,5,3,4,4,4,5,5,4,4,5,5,5,4,5,5,4,3,3,5.25,4.5,2.8,5.75,4.5,4.6,4.4,4.6,4.666666666666667,3.3333333333333335,-0.3333333333333333,1.0
S1-0494,Same-product,1,19,Male,6,5,5,4,3,3,7,6,5,6,5,6,5,7,7,6,3,3,3,5,6,6,4,4,3,3,3,4,4,3,5,5,5,5,6,2,2,3,3,3,2,2,2,2,2,3,3,5,4,5,5,5,5,5,4,5,6,4,4,5,5,3,2,3,3.5,3.5,5.2,2.5,2.25,2.6,4.8,4.8,4.666666666666667,2.6666666666666665,1.0,-0.3333333333333333
S1-0495,Unrelated,0,29,Male,5,6,3,5,6,4,6,6,5,4,1,1,2,2,3,1,3,2,2,3,3,2,6,7,7,7,7,7,6,7,5,4,5,6,5,4,3,3,3,2,2,3,3,3,3,2,2,5,2,1,3,2,3,3,3,4,4,4,4,4,4,4,5,3,6.75,6.75,5.0,3.25,2.5,2.6,2.2,3.6,4.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0496,Superior-alternative,3,24,Female,4,4,4,3,3,3,5,3,5,4,1,1,1,6,6,6,5,6,6,4,4,4,6,5,5,6,4,5,5,5,2,3,2,2,2,5,5,6,5,5,5,4,6,6,4,5,5,3,3,3,3,2,3,3,3,3,3,3,4,4,5,3,4,3,5.5,4.75,2.2,5.25,5.0,5.0,2.8,3.0,4.333333333333333,3.3333333333333335,-0.3333333333333333,1.0
S1-0497,Similar-product,2,32,Male,5,5,3,4,5,4,6,6,3,3,2,2,2,5,6,6,3,3,3,4,3,4,4,4,5,4,5,4,4,4,3,4,3,4,4,6,4,4,5,3,5,3,5,4,4,4,4,5,4,3,3,3,3,5,4,4,4,5,5,6,5,4,4,6,4.25,4.25,3.6,4.75,4.0,3.8,3.2,4.4,5.333333333333333,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0498,Similar-product,2,40,Female,5,6,3,5,4,3,5,4,6,4,2,1,2,6,6,6,5,4,4,5,4,5,3,4,4,4,3,3,5,4,5,5,4,3,5,5,4,4,4,4,5,4,4,3,4,4,4,4,3,3,3,4,3,3,4,4,3,4,4,6,6,5,5,4,3.75,3.75,4.4,4.25,4.25,3.8,3.2,3.6,5.333333333333333,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0499,Superior-alternative,3,25,Male,5,5,4,6,4,5,3,3,7,5,1,1,2,5,6,6,6,6,7,5,5,4,5,4,6,5,4,4,5,4,3,3,3,3,3,6,6,6,6,6,5,4,6,5,4,5,5,2,3,3,3,4,3,3,4,3,4,4,6,6,5,2,3,3,5.0,4.25,3.0,6.0,5.25,5.0,3.2,3.6,5.666666666666667,2.6666666666666665,-0.3333333333333333,1.0
S1-0500,Same-product,1,34,Female,5,5,3,3,5,2,4,3,2,4,6,5,6,6,6,6,2,2,2,6,6,6,4,4,4,3,5,4,4,3,5,6,6,5,6,4,3,3,3,3,2,2,3,2,3,2,3,6,4,4,5,5,4,7,5,6,7,7,5,5,4,2,2,2,3.75,4.0,5.6,3.25,2.5,2.4,4.4,6.4,4.666666666666667,2.0,1.0,-0.3333333333333333
S1-0501,Unrelated,0,31,Male,7,6,4,6,5,2,5,6,2,3,1,1,2,2,3,2,2,2,2,3,2,2,3,3,4,5,5,4,4,4,5,5,4,6,6,4,3,2,2,3,3,4,2,2,2,3,2,6,3,3,3,3,3,3,3,4,3,3,3,2,3,4,5,4,3.75,4.25,5.2,2.75,3.0,2.2,3.0,3.2,2.6666666666666665,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0502,Similar-product,2,25,Female,7,6,4,4,4,3,4,4,5,5,2,3,2,5,5,5,3,3,3,4,4,5,5,4,4,5,5,6,5,5,4,5,4,4,4,4,5,4,5,4,4,5,5,4,4,4,4,4,4,3,4,4,3,4,5,4,4,5,5,4,4,4,3,4,4.5,5.25,4.2,4.5,4.5,4.0,3.6,4.4,4.333333333333333,3.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0503,Unrelated,0,18,Female,6,4,3,2,3,1,6,4,6,3,1,2,1,2,2,2,2,2,1,2,2,1,4,4,4,4,5,5,5,4,6,5,6,5,6,2,4,1,3,2,3,2,3,2,1,1,2,7,3,3,3,3,3,2,3,3,2,3,4,5,4,5,5,4,4.0,4.75,5.6,2.5,2.5,1.4,3.0,2.6,4.333333333333333,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0504,Superior-alternative,3,39,Female,5,4,6,5,4,3,5,5,4,5,2,1,1,6,7,6,6,6,7,5,4,5,4,4,5,4,3,4,5,4,2,3,3,2,2,5,7,6,5,5,6,5,7,4,4,5,4,3,4,6,5,6,6,4,6,5,6,5,5,4,5,4,3,2,4.25,4.0,2.4,5.75,5.75,4.4,5.4,5.2,4.666666666666667,3.0,-0.3333333333333333,1.0
S1-0505,Unrelated,0,42,Female,6,5,4,5,5,4,6,5,4,5,3,2,2,3,2,2,1,1,1,1,2,2,4,5,6,6,5,6,5,5,6,6,6,6,6,2,2,3,2,2,2,2,3,3,3,3,3,5,3,3,3,3,3,3,2,3,3,2,2,3,3,4,4,4,5.25,5.25,6.0,2.25,2.25,3.0,3.0,2.6,2.6666666666666665,4.0,-0.3333333333333333,-0.3333333333333333
S1-0506,Superior-alternative,3,19,Female,6,5,5,6,5,4,5,4,5,3,2,2,2,7,6,7,5,6,6,3,4,3,4,4,4,5,4,4,5,5,3,3,3,3,3,6,6,6,6,5,6,5,6,5,6,6,6,2,4,3,3,4,3,4,3,3,4,4,6,6,6,4,2,3,4.25,4.5,3.0,6.0,5.5,5.8,3.4,3.6,6.0,3.0,-0.3333333333333333,1.0
S1-0507,Superior-alternative,3,27,Male,6,7,3,4,5,5,6,4,6,3,2,2,2,7,7,6,5,6,6,4,4,4,5,4,4,4,4,3,5,2,4,4,3,3,3,5,6,6,5,4,5,6,5,4,4,5,4,3,5,3,4,4,4,4,5,6,5,4,5,5,6,3,4,4,4.25,3.5,3.4,5.5,5.0,4.4,4.0,4.8,5.333333333333333,3.6666666666666665,-0.3333333333333333,1.0
S1-0508,Superior-alternative,3,25,Female,7,4,3,5,4,2,5,5,7,2,1,1,1,6,6,5,6,5,6,4,5,4,5,3,3,3,4,4,4,4,2,3,3,2,3,5,5,5,5,4,4,4,4,4,5,5,5,3,5,5,5,5,6,4,6,5,5,4,5,6,4,5,5,5,3.5,4.0,2.6,5.0,4.0,4.8,5.2,4.8,5.0,5.0,-0.3333333333333333,1.0
S1-0509,Similar-product,2,34,Female,5,6,5,5,6,2,4,3,2,5,2,2,2,5,5,6,3,4,3,4,4,4,5,7,6,6,5,6,4,5,4,4,4,4,4,3,3,4,5,2,3,3,3,2,3,2,2,5,3,5,4,5,5,5,4,4,5,5,5,4,5,4,4,4,6.0,5.0,4.0,3.75,2.75,2.4,4.4,4.6,4.666666666666667,4.0,-0.3333333333333333,-0.3333333333333333
S1-0510,Similar-product,2,28,Female,5,6,4,4,3,2,5,3,5,3,1,2,1,5,6,6,4,3,4,4,5,4,5,4,5,5,5,4,5,5,4,4,5,4,5,4,5,3,4,3,3,3,5,1,3,3,3,5,3,4,4,4,4,5,4,5,5,4,5,5,5,4,4,2,4.75,4.75,4.4,4.0,3.5,2.6,3.8,4.6,5.0,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0511,Superior-alternative,3,44,Female,6,6,2,5,5,4,4,5,5,5,3,3,2,5,5,6,5,5,6,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,5,6,5,5,5,5,5,6,5,4,5,5,3,3,3,4,3,3,4,4,3,4,4,4,5,6,2,1,3,4.0,3.25,4.0,5.25,5.25,4.8,3.2,3.8,5.0,2.0,-0.3333333333333333,1.0
S1-0512,Same-product,1,29,Female,4,5,4,3,2,3,3,5,4,5,6,7,6,6,7,7,2,2,2,4,5,6,4,3,3,3,3,4,3,3,6,6,5,5,5,3,3,3,2,3,1,3,3,2,1,2,2,5,5,4,5,5,6,5,5,5,4,5,4,5,3,3,2,3,3.25,3.25,5.4,2.75,2.5,2.0,5.0,4.8,4.0,2.6666666666666665,1.0,-0.3333333333333333
S1-0513,Unrelated,0,35,Nonbinary/Other,4,5,4,4,4,5,5,3,4,2,2,2,2,3,3,2,2,2,2,2,2,2,5,5,5,5,5,6,6,5,5,5,5,6,6,2,3,2,2,2,1,2,2,2,2,2,2,6,3,3,3,3,3,3,3,3,4,4,3,5,3,4,4,5,5.0,5.5,5.4,2.25,1.75,2.0,3.0,3.4,3.6666666666666665,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0514,Unrelated,0,30,Female,5,4,5,5,3,3,4,3,2,6,1,1,1,3,3,4,1,1,2,2,3,2,5,5,4,5,4,4,5,5,6,6,5,6,6,1,2,2,2,2,3,2,2,1,3,2,2,7,2,1,2,2,1,1,3,1,2,2,3,4,3,3,5,5,4.75,4.5,5.8,1.75,2.25,1.8,1.6,1.8,3.3333333333333335,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0515,Similar-product,2,37,Female,4,6,3,7,3,3,6,4,6,3,2,2,2,5,6,6,3,3,3,4,4,4,4,4,4,5,4,5,4,3,4,5,4,3,5,3,4,4,3,3,3,3,3,4,4,3,2,4,3,3,3,4,3,3,3,3,4,3,4,4,4,4,4,5,4.25,4.0,4.2,3.5,3.0,3.4,3.2,3.2,4.0,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0516,Same-product,1,39,Female,5,6,4,4,4,3,4,6,6,7,6,6,6,6,7,6,3,2,2,6,6,5,3,3,3,3,2,3,2,3,4,4,4,4,4,2,2,2,3,2,2,2,2,3,2,3,3,5,5,5,5,4,5,5,5,5,5,6,6,5,7,3,2,2,3.0,2.5,4.0,2.25,2.0,2.8,4.8,5.2,6.0,2.3333333333333335,1.0,-0.3333333333333333
S1-0517,Similar-product,2,19,Male,6,5,4,5,5,2,4,3,6,4,2,1,2,5,6,6,4,3,3,4,5,3,4,5,5,5,5,4,5,5,5,5,5,4,5,2,3,3,3,4,3,4,4,3,2,3,4,5,3,2,3,3,3,3,4,4,4,5,4,5,5,4,4,5,4.75,4.75,4.8,2.75,3.75,3.0,2.8,4.0,4.666666666666667,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0518,Same-product,1,18,Female,5,5,4,5,4,6,6,5,5,5,5,6,6,6,6,6,2,2,2,6,6,5,4,3,2,3,5,4,3,4,6,4,5,6,7,2,2,2,3,1,2,3,2,3,3,2,3,6,4,5,5,5,5,5,5,6,5,5,6,6,5,4,4,3,3.0,4.0,5.6,2.25,2.0,2.6,4.8,5.2,5.666666666666667,3.6666666666666665,1.0,-0.3333333333333333
S1-0519,Same-product,1,25,Male,5,5,2,4,2,2,7,3,6,4,5,5,5,6,6,6,2,2,2,5,5,6,4,4,3,4,3,3,3,3,5,5,5,5,6,2,3,2,2,3,1,3,1,2,2,2,2,6,4,4,5,5,5,5,4,4,4,4,6,6,5,4,4,4,3.75,3.0,5.2,2.25,2.0,2.0,4.6,4.2,5.666666666666667,4.0,1.0,-0.3333333333333333
S1-0520,Similar-product,2,27,Female,4,5,1,5,5,2,5,3,5,3,3,2,2,5,5,6,4,4,4,4,4,5,4,5,6,5,4,5,4,4,4,3,4,4,4,4,5,4,4,2,5,3,3,4,4,3,3,4,4,4,4,4,4,5,5,5,5,5,3,3,4,4,3,3,5.0,4.25,3.8,4.25,3.25,3.6,4.0,5.0,3.3333333333333335,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0521,Same-product,1,18,Male,5,5,2,5,5,2,6,6,5,6,6,6,7,5,6,6,2,2,2,5,5,6,3,4,2,4,4,5,3,4,5,5,4,4,5,3,3,3,2,3,3,3,3,4,3,2,4,5,3,4,3,4,4,5,5,4,3,5,6,5,5,3,1,2,3.25,4.0,4.6,2.75,3.0,3.2,3.6,4.4,5.333333333333333,2.0,1.0,-0.3333333333333333
S1-0522,Superior-alternative,3,25,Male,4,5,5,5,5,4,4,5,4,3,2,3,2,6,6,5,5,7,5,5,4,5,5,4,5,5,5,5,4,5,3,3,2,4,4,5,5,4,5,5,4,5,6,5,4,4,4,3,3,4,4,4,4,4,5,4,4,3,5,5,6,3,3,5,4.75,4.75,3.2,4.75,5.0,4.4,3.8,4.0,5.333333333333333,3.6666666666666665,-0.3333333333333333,1.0
S1-0523,Similar-product,2,37,Female,5,5,2,5,5,1,5,4,7,4,2,1,1,7,6,6,4,4,3,4,4,4,6,5,5,4,5,5,5,5,3,4,3,4,5,3,4,4,4,3,2,2,4,1,2,2,2,7,1,3,2,3,3,4,6,5,3,4,4,4,4,4,4,4,5.0,5.0,3.8,3.75,2.75,1.6,2.4,4.4,4.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0524,Unrelated,0,19,Female,4,5,4,5,5,1,5,4,3,6,2,2,2,2,2,2,2,2,2,3,1,3,5,5,6,5,7,6,7,6,4,5,4,3,4,4,3,3,3,3,3,3,3,2,2,2,2,6,2,2,2,2,2,3,3,4,4,4,3,3,2,5,5,6,5.25,6.5,4.0,3.25,3.0,2.0,2.0,3.6,2.6666666666666665,5.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0525,Same-product,1,25,Male,7,4,2,6,4,2,3,4,6,5,5,5,6,7,6,7,2,2,2,6,5,7,4,4,6,2,3,3,5,4,4,3,4,4,4,3,3,3,3,3,2,3,3,3,3,2,4,5,4,3,5,5,4,4,5,4,5,4,5,6,4,2,3,3,4.0,3.75,3.8,3.0,2.75,3.0,4.2,4.4,5.0,2.6666666666666665,1.0,-0.3333333333333333
S1-0526,Unrelated,0,33,Female,6,4,5,6,5,3,4,5,5,3,3,3,2,2,2,2,2,1,1,2,3,3,5,5,5,6,5,5,5,6,5,5,5,5,5,2,3,3,2,3,3,4,3,4,2,1,2,4,2,3,2,2,2,3,4,3,4,3,3,4,3,3,5,4,5.25,5.25,5.0,2.5,3.25,2.6,2.2,3.4,3.3333333333333335,4.0,-0.3333333333333333,-0.3333333333333333
S1-0527,Unrelated,0,25,Female,5,5,5,6,5,3,4,5,4,6,1,2,2,2,2,1,2,2,2,2,2,2,5,4,5,4,2,4,5,4,4,5,5,5,5,2,2,3,1,3,3,3,3,4,3,2,3,5,3,4,4,4,4,4,4,3,2,3,4,4,3,5,4,4,4.5,3.75,4.8,2.0,3.0,3.0,3.8,3.2,3.6666666666666665,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0528,Similar-product,2,36,Nonbinary/Other,6,4,4,4,4,4,5,7,5,3,3,2,3,6,6,6,3,4,4,4,4,4,6,5,5,6,5,4,4,4,5,5,5,5,5,4,3,3,3,2,2,1,2,2,2,3,2,5,3,4,4,4,3,6,4,4,5,5,5,4,4,3,4,2,5.5,4.25,5.0,3.25,1.75,2.4,3.6,4.8,4.333333333333333,3.0,-0.3333333333333333,-0.3333333333333333
S1-0529,Similar-product,2,26,Female,4,3,5,4,4,2,7,4,6,7,2,1,1,5,6,4,3,3,3,4,3,3,6,5,6,5,4,4,4,5,4,4,5,4,3,4,4,4,4,3,3,3,3,3,3,2,3,5,3,3,4,3,5,4,4,4,4,4,5,6,5,4,5,6,5.5,4.25,4.0,4.0,3.0,2.8,3.6,4.0,5.333333333333333,5.0,-0.3333333333333333,-0.3333333333333333
